item_key,doi,year,journal,title
WG36MXPX,10.1037/a0034625,2014,Journal of Applied Psychology,Distinguishing between taskwork and teamwork planning in teams: Relations with coordination and interpersonal 
WG6Z3ZS6,10.1097/00005650-197901000-00007,1979,Medical Care,Physiciansʼ Changing Attitudes About Striking
WH6TSEA9,10.1177/0164027594161002,1994,Research on Aging,From Executive Suite to Production Line
WHE5GD2Q,10.2139/ssrn.2629812,2015,SSRN Electronic Journal,"Surrogacy, Pregnancy and Maternity Rights: A Missed Opportunity for a More Coherent Regime of Parental Rights "
WHZISTAC,10.1016/0277-9536(88)90185-2,1988,Social Science &amp; Medicine,Nurses autonomy and job satisfaction
WIDC7M59,10.2190/2q3g-bpn2-4tgu-c3wf,1978,Journal of Collective Negotiations in the Public Sector,WHO SUPPORTS PUBLIC EMPLOYEE STRIKES?
WIMR37ZT,10.7748/ns.26.17.5.s2,2012,Nursing Standard,More strikes likely after unions denounce ‘divisive’ pension offer
WJ7653CX,10.3828/lhr.2022.5,2022,Labour History Review,"Citizen Strike Breakers: Volunteers, Strikes, and the State in Britain, 1911–1926"
WJDWPTWV,10.1037/apl0000954,2022,Journal of Applied Psychology,"Theory-driven game-based assessment of general cognitive ability: Design theory, measurement, prediction of pe"
WJJ65IEX,10.1177/002200278002400208,1980,Journal of Conflict Resolution,An Economic Analysis of Final-Offer Arbitration as a Conflict Resolution Device
WMHNGNP8,10.54648/ijcl2021017,2021,International Journal of Comparative Labour Law and Industri,Filling the Void? A Critical Analysis of Competition Regulation of Collective Bargaining Amongst Non-employees
WPV3NRTD,10.2190/ajx9-7mvn-tlvl-5dbx,1997,Journal of Collective Negotiations in the Public Sector,BARGAINING OVER EDUCATION POLICY: WHO REPRESENTS THE COMMUNITY?
WQ5TKH7P,10.1080/02699939108411042,1991,Cognition &amp; Emotion,An experimental analysis of surprise
WQ8MQ3M8,10.7202/045104ar,2010,Urban History Review,"Accommodating Resistance: Unionization, Gender, and Ethnicity in Winnipeg’s Garment Industry, 1929–1945"
WRMVXGQD,10.1017/s0022216x00014784,1989,Journal of Latin American Studies,"‘Living Worse and Costing More’: Resistance and Riot in Rio de Janeiro, 1890–1917"
WT7T5RX6,10.1037/1072-5245.10.4.326,2003,International Journal of Stress Management,"Family-responsive interventions, perceived organizational and supervisor support, work-family conflict, and ps"
WUI8IAJH,10.1177/009102608601500206,1986,Public Personnel Management,"Alternate Work Schedules, Productivity, Leave Usage, and Employee Attitudes: A Field Study"
WV6TFNG3,10.7551/mitpress/9780262028707.001.0001,2015,,Principles of Neural Design
WWHHA4VN,10.4314/njgc.v11i1.37000,2006,Nigerian Journal of Guidance and Counselling,Variables Inducing Trade Union Disputes in Nigerian Universities
WXHNTQ42,10.1136/oemed-2016-104114,2017,Occupational and Environmental Medicine,"The combined effects of job demand and control, effort-reward imbalance and work-family conflicts on the risk "
WXMZ6XPW,10.24839/2164-8204.jn19.2.50,2014,Psi Chi Journal of Psychological Research,The Links Between Parenting Styles and Imposter Phenomenon
WZ74D2QS,10.1037/a0031257,2013,Journal of Applied Psychology,Situation assessment as an ignored factor in the behavioral consistency paradigm underlying the validity of pe
X24CVEXN,10.1504/ijicbm.2021.114991,2021,International Journal of Indian Culture and Business Managem,Analysing the dynamics of tax attitude: a study of potential taxpayers
X27T3B9N,10.1136/bmj.316.7138.1111i,1998,BMJ,Sackings and strikes paralyse Nicaraguan health care
X2GZJ9SC,10.1017/s0022050700026814,1982,The Journal of Economic History,"The Great Strike at Nushagak Station, 1951: Institutional Gridlock"
X4CZDI72,10.1097/00005110-200303000-00003,2003,JONA: The Journal of Nursing Administration,Grievances and Complaints
X5GA582X,10.1086/650506,2010,The Journal of Modern History,“Is This Man an Anarchist?” Industrial Action and the Battle for Public Opinion in Interwar Britain
X66DT4DE,10.1177/002218569804000407,1998,Journal of Industrial Relations,The Accord: Background Changes and Aggregate Outcomes
X7ANU2EE,10.5901/mjss.2016.v7n3s3p231,2016,Mediterranean Journal of Social Sciences,Studying and Analyzing the Brand Social Power Bases in the Iranian Auto-Making Industry (Case Study: Iran khod
X7S7MER7,10.1097/00004010-198400940-00006,1984,Health Care Management Review,Hospital work stoppage-sthe legal basis and the legal response
X83TIQS4,10.3828/lhr.2021.2,2021,Labour History Review,After UCS: Workplace Occupation in Britain in the 1970s
X9PFRUJX,10.1097/nur.0000000000000357,2018,Clinical Nurse Specialist,Role Transition After Clinical Nurse Specialist Education
X9XRQPZ2,10.1177/002076408302900401,1983,International Journal of Social Psychiatry,Looking Ahead
XA6ZS6ED,10.1037/cpb0000211,2022,Consulting Psychology Journal,I’m biased and so are you. What should organizations do? A review of organizational implicit-bias training pro
XCK9UWEN,10.1097/00006247-198806000-00011,1988,Nursing Management (Springhouse),Food Service for the ???Graveyard Shift???
XDMVGKM4,10.1017/cbo9780511998164.011,2012,Making Thatcher s Britain,Defiant dominoes: working miners and the 1984–5 strike
XGB92FMU,10.7202/1002371ar,2011,McGill Law Journal,Qu’est ce que l’interculturalisme ?
XGHZ7BSU,10.58680/ce198413390,1984,College English,Writing and Teaching for Surprise
XGI9XD6E,10.4324/9781315651170-3,2017,Commemorative Spaces of the First World War,Remembering the anti-war movement
XGQDGIBW,10.1111/j.1467-6494.1990.tb00237.x,1990,Journal of Personality,"Self‐Esteem, Self‐Handicapping, and Self‐Presentation: The Strategy of Inadequate Practice"
XH62289P,10.1111/j.1365-2648.1990.tb01835.x,1990,Journal of Advanced Nursing,The unexpected relocation of elderly in‐patients in response to a threatened strike
XMDXUJER,10.1136/bmj.h6042,2015,BMJ,Hunt summons royal colleges for talks on preparing for industrial action
XN98D8HI,10.1080/03088837600000047,1976,Maritime Policy &amp; Management,Maritime industrial relations: concepts and consequences
XNG2IE87,10.1300/j074v08n02_04,1996,Journal of Women &amp; Aging,Gender Differences in Employment and the Informal Care of Adults
XNR874KV,10.1037/gdn0000049,2016,"Group Dynamics: Theory, Research, and Practice",Pacing style diversity and team collaboration: The moderating effects of temporal familiarity and action plann
XPTISEVF,10.1006/jvbe.2000.1774,2001,Journal of Vocational Behavior,Family-Supportive Work Environments: The Role of Organizational Perceptions
XREZDP92,10.25159/2522-3062/11107,2023,Comparative and International Law Journal of Southern Africa,The Right to Freedom of Association for Public and Private Sector Employees in Zimbabwe in the Context of Inte
XRS5Q2WF,10.1177/002218566801000203,1968,Journal of Industrial Relations,Victorian Wages Boards: Their Origins and the Doctrine of the Living Wage
XSADERGS,10.1111/j.1547-5069.1992.tb00236.x,1992,Image: the Journal of Nursing Scholarship,The Imposter Phenomenon in the Clinical Nurse Specialist Role
XSR6N73M,10.1353/chn.2022.0017,2022,China: An International Journal,Ambivalent Tax Morale-building in China
XTJA94XQ,10.1145/3194770.3194776,2018,Proceedings of the International Workshop on Software Fairne,Fairness definitions explained
XXUU5HAT,10.7748/ns.9.41.16.s24,1995,Nursing Standard,A clear vote for choice
Z2EGBMCM,10.1525/azt.1976.7.3.453,1976,Aztlán: A Journal of Chicano Studies,UCAPAWA and Chicanos In California
Z3U7PCXC,10.1016/s0140-6736(76)90550-x,1976,The Lancet,"INDUSTRIAL ACTION, THE NATIONAL HEALTH SERVICE, AND THE MEDICAL PROFESSION"
Z3VV7PQ3,10.1177/103841118802600304,1988,Asia Pacific Journal of Human Resources,Can Alternative Industrial Relations Methods Work?
Z4R3KHME,10.7748/ns.13.8.14.s29,1998,Nursing Standard,Pay claim up in Eire
Z56JZRN4,10.1007/978-3-031-36938-4_10,2023,Studies in Computational Intelligence,Auditing Algorithmic Fairness in Machine Learning for Health with Severity-Based LOGAN
Z6AQ48TX,10.1016/0014-2921(94)90035-3,1994,European Economic Review,Wage bargaining and nominal rigidities
Z7JKVR79,10.4324/9780203979976-12,2005,Gender in the Secondary Curriculum,BALANCING THE BOOKS
Z7UBQBU9,10.4324/9781003204640-6,2021,The Working Class in Glasgow,Popular Culture in Glasgow
Z9R4FRQZ,10.1215/-11-1-95,2007,Small Axe: A Caribbean Journal of Criticism,<i>Ressentiment</i> and the Gairy Social Revolution
ZACRRVBC,10.1080/0360127940200405,1994,Educational Gerontology,SHAPING THE CORPORATE RESPONSE TO WORKERS WITH ELDER CARE COMMITMENTS: CONSIDERATIONS FOR GERONTOLOGISTS
ZAX6EU49,10.1177/001979397903200303,1979,ILR Review,Impasse Resolution under the Iowa Multistep Procedure
ZBMZ6HBG,10.1136/bmj.318.7198.1573,1999,BMJ,UK junior doctors vote to ballot on industrial action
ZCCFA5UF,10.15358/2511-8676-2018-4-53,2018,Journal of Service Management Research,Do Different Service Types Require Changes in NSD Processes at Industrial Manufacturers - An Empirical Examina
ZEG3BM95,10.1136/bmj.e3721,2012,BMJ,Fight or pensions will be targeted again to fill government deficit
ZFKCMV2D,10.23943/princeton/9780691143972.003.0005,2011,Knowing Full Well,Contextualism
ZFN7BGQC,10.1037/cbs0000161,2020,Canadian Journal of Behavioural Science / Revue canadienne d,Differential mental health consequences of strikes and lockouts.
ZG6BWWXJ,10.1136/bmj.i4498,2016,BMJ,Seven days in medicine: 10-16 August 2016
ZHCCRF45,10.1177/002218568002200402,1980,Journal of Industrial Relations,The Mass Media and Industrial Relations News: A Case Study
ZHTJIMW3,10.7748/ns.29.23.14.s19,2015,Nursing Standard,Labour draws up NHS battle lines as general election looms nearer
ZIGSGASV,10.1177/002218567802000401,1978,Journal of Industrial Relations,Final Offer Arbitration: A Critical Examination of the Theory
ZN7SKB9I,10.1016/b978-1-85617-746-7.00026-2,2010,The Professional Protection Officer,"Strikes, Lockouts, and Labor Relations"
ZP923X6B,10.1136/bmj.e4486,2012,BMJ,BMA meeting: Doctors call for further industrial action in pension dispute
ZQCSAIR8,10.1108/ijse-01-2021-0059/v2/response1,2021,,"Author response for ""Beyond the formal/informal employment dualism: evaluating individual- and country-level v"
ZR283Q8T,10.1136/bmj.i3053,2016,BMJ,Snatching defeat from the jaws of Pyrrhic victory
ZRGR3VZS,10.1215/15476715-9576779,2022,Labor,"The Road Not Taken: Pearl McGill and the Promise of Inclusive Unionism, 1894–1914"
ZT3CV773,10.1017/cbo9780511619793.009,2008,Selected Works of Michael Wallerstein,CENTRALIZED BARGAINING AND WAGE RESTRAINT
ZTADZCUU,10.1177/001979398103400404,1981,ILR Review,Challenging the Taylor Law: Prison Guards on Strike
ZTHRQS7F,10.1037/0022-3514.87.1.96,2004,Journal of Personality and Social Psychology,"Ethnic Enclaves and the Dynamics of Social Identity on the College Campus: The Good, the Bad, and the Ugly."
ZWTA3CN2,10.1080/03056244.2019.1641478,2019,Review of African Political Economy,Rolling back the right to strike: amendments to South Africa’s Labour Relations Act and their implications for
ZWXVD6RB,10.1037/apl0000343,2019,Journal of Applied Psychology,Boxed in by your inbox: Implications of daily e-mail demands for managers’ leadership behaviors.
ZX5II8WQ,10.17730/humo.24.1.c6r3440886gj1274,1965,Human Organization,Industrial Conflict in Lebanon
ZZ47F6A2,10.1017/s1537781400003662,2005,The Journal of the Gilded Age and Progressive Era,Struggles for the Public Interest: Organized Labor and State Mediation in Postwar America
